master_id,master_fileID,slave_id,slave_fileID,delta_days,track
S1A_IW_SLC__1SDV_20250119T223201_20250119T223227_057519_07157D_E99A,S1A_IW_SLC__1SDV_20250119T223201_20250119T223227_057519_07157D_E99A-SLC,S1A_IW_SLC__1SDV_20250131T223224_20250131T223259_057694_071C6F_766F,S1A_IW_SLC__1SDV_20250131T223224_20250131T223259_057694_071C6F_766F-SLC,12,47
S1A_IW_SLC__1SDV_20250119T223225_20250119T223300_057519_07157D_567A,S1A_IW_SLC__1SDV_20250119T223225_20250119T223300_057519_07157D_567A-SLC,S1A_IW_SLC__1SDV_20250212T223106_20250212T223136_057869_072369_01E3,S1A_IW_SLC__1SDV_20250212T223106_20250212T223136_057869_072369_01E3-SLC,23,47
S1A_IW_SLC__1SDV_20250131T223106_20250131T223136_057694_071C6F_793B,S1A_IW_SLC__1SDV_20250131T223106_20250131T223136_057694_071C6F_793B-SLC,S1A_IW_SLC__1SDV_20250212T223106_20250212T223136_057869_072369_01E3,S1A_IW_SLC__1SDV_20250212T223106_20250212T223136_057869_072369_01E3-SLC,12,47
S1A_IW_SLC__1SDV_20250131T223134_20250131T223202_057694_071C6F_5020,S1A_IW_SLC__1SDV_20250131T223134_20250131T223202_057694_071C6F_5020-SLC,S1A_IW_SLC__1SDV_20250212T223134_20250212T223201_057869_072369_AE67,S1A_IW_SLC__1SDV_20250212T223134_20250212T223201_057869_072369_AE67-SLC,12,47
S1A_IW_SLC__1SDV_20250131T223200_20250131T223226_057694_071C6F_9816,S1A_IW_SLC__1SDV_20250131T223200_20250131T223226_057694_071C6F_9816-SLC,S1A_IW_SLC__1SDV_20250212T223224_20250212T223259_057869_072369_E42A,S1A_IW_SLC__1SDV_20250212T223224_20250212T223259_057869_072369_E42A-SLC,12,47
S1A_IW_SLC__1SDV_20250131T223224_20250131T223259_057694_071C6F_766F,S1A_IW_SLC__1SDV_20250131T223224_20250131T223259_057694_071C6F_766F-SLC,S1A_IW_SLC__1SDV_20250212T223224_20250212T223259_057869_072369_E42A,S1A_IW_SLC__1SDV_20250212T223224_20250212T223259_057869_072369_E42A-SLC,12,47
S1A_IW_SLC__1SDV_20250212T223106_20250212T223136_057869_072369_01E3,S1A_IW_SLC__1SDV_20250212T223106_20250212T223136_057869_072369_01E3-SLC,S1A_IW_SLC__1SDV_20250224T223106_20250224T223136_058044_072A90_0F9C,S1A_IW_SLC__1SDV_20250224T223106_20250224T223136_058044_072A90_0F9C-SLC,12,47
S1A_IW_SLC__1SDV_20250212T223134_20250212T223201_057869_072369_AE67,S1A_IW_SLC__1SDV_20250212T223134_20250212T223201_057869_072369_AE67-SLC,S1A_IW_SLC__1SDV_20250224T223159_20250224T223226_058044_072A90_D00D,S1A_IW_SLC__1SDV_20250224T223159_20250224T223226_058044_072A90_D00D-SLC,12,47
S1A_IW_SLC__1SDV_20250212T223159_20250212T223226_057869_072369_E80E,S1A_IW_SLC__1SDV_20250212T223159_20250212T223226_057869_072369_E80E-SLC,S1A_IW_SLC__1SDV_20250224T223159_20250224T223226_058044_072A90_D00D,S1A_IW_SLC__1SDV_20250224T223159_20250224T223226_058044_072A90_D00D-SLC,12,47
S1A_IW_SLC__1SDV_20250212T223224_20250212T223259_057869_072369_E42A,S1A_IW_SLC__1SDV_20250212T223224_20250212T223259_057869_072369_E42A-SLC,S1A_IW_SLC__1SDV_20250224T223224_20250224T223258_058044_072A90_EF70,S1A_IW_SLC__1SDV_20250224T223224_20250224T223258_058044_072A90_EF70-SLC,12,47
S1A_IW_SLC__1SDV_20250224T223106_20250224T223136_058044_072A90_0F9C,S1A_IW_SLC__1SDV_20250224T223106_20250224T223136_058044_072A90_0F9C-SLC,S1A_IW_SLC__1SDV_20250308T223106_20250308T223136_058219_0731B3_FB7F,S1A_IW_SLC__1SDV_20250308T223106_20250308T223136_058219_0731B3_FB7F-SLC,12,47
S1A_IW_SLC__1SDV_20250224T223133_20250224T223201_058044_072A90_3FDD,S1A_IW_SLC__1SDV_20250224T223133_20250224T223201_058044_072A90_3FDD-SLC,S1A_IW_SLC__1SDV_20250308T223134_20250308T223201_058219_0731B3_EE60,S1A_IW_SLC__1SDV_20250308T223134_20250308T223201_058219_0731B3_EE60-SLC,12,47
S1A_IW_SLC__1SDV_20250224T223159_20250224T223226_058044_072A90_D00D,S1A_IW_SLC__1SDV_20250224T223159_20250224T223226_058044_072A90_D00D-SLC,S1A_IW_SLC__1SDV_20250308T223159_20250308T223226_058219_0731B3_EF6E,S1A_IW_SLC__1SDV_20250308T223159_20250308T223226_058219_0731B3_EF6E-SLC,12,47
S1A_IW_SLC__1SDV_20250224T223224_20250224T223258_058044_072A90_EF70,S1A_IW_SLC__1SDV_20250224T223224_20250224T223258_058044_072A90_EF70-SLC,S1A_IW_SLC__1SDV_20250308T223224_20250308T223259_058219_0731B3_DDEF,S1A_IW_SLC__1SDV_20250308T223224_20250308T223259_058219_0731B3_DDEF-SLC,12,47
S1A_IW_SLC__1SDV_20250308T223106_20250308T223136_058219_0731B3_FB7F,S1A_IW_SLC__1SDV_20250308T223106_20250308T223136_058219_0731B3_FB7F-SLC,S1A_IW_SLC__1SDV_20250320T223106_20250320T223136_058394_07389E_F6E2,S1A_IW_SLC__1SDV_20250320T223106_20250320T223136_058394_07389E_F6E2-SLC,12,47
S1A_IW_SLC__1SDV_20250308T223134_20250308T223201_058219_0731B3_EE60,S1A_IW_SLC__1SDV_20250308T223134_20250308T223201_058219_0731B3_EE60-SLC,S1A_IW_SLC__1SDV_20250320T223134_20250320T223202_058394_07389E_3BAE,S1A_IW_SLC__1SDV_20250320T223134_20250320T223202_058394_07389E_3BAE-SLC,12,47
S1A_IW_SLC__1SDV_20250308T223159_20250308T223226_058219_0731B3_EF6E,S1A_IW_SLC__1SDV_20250308T223159_20250308T223226_058219_0731B3_EF6E-SLC,S1A_IW_SLC__1SDV_20250320T223200_20250320T223227_058394_07389E_68A2,S1A_IW_SLC__1SDV_20250320T223200_20250320T223227_058394_07389E_68A2-SLC,12,47
S1A_IW_SLC__1SDV_20250308T223224_20250308T223259_058219_0731B3_DDEF,S1A_IW_SLC__1SDV_20250308T223224_20250308T223259_058219_0731B3_DDEF-SLC,S1A_IW_SLC__1SDV_20250320T223225_20250320T223259_058394_07389E_6E7A,S1A_IW_SLC__1SDV_20250320T223225_20250320T223259_058394_07389E_6E7A-SLC,12,47
S1A_IW_SLC__1SDV_20210611T221428_20210611T221457_038298_048504_6E43,S1A_IW_SLC__1SDV_20210611T221428_20210611T221457_038298_048504_6E43-SLC,S1A_IW_SLC__1SDV_20210623T221428_20210623T221458_038473_048A3A_434A,S1A_IW_SLC__1SDV_20210623T221428_20210623T221458_038473_048A3A_434A-SLC,12,76
S1A_IW_SLC__1SDV_20210611T221455_20210611T221523_038298_048504_F751,S1A_IW_SLC__1SDV_20210611T221455_20210611T221523_038298_048504_F751-SLC,S1A_IW_SLC__1SDV_20210623T221456_20210623T221524_038473_048A3A_96EB,S1A_IW_SLC__1SDV_20210623T221456_20210623T221524_038473_048A3A_96EB-SLC,12,76
S1A_IW_SLC__1SDV_20210611T221521_20210611T221548_038298_048504_05D9,S1A_IW_SLC__1SDV_20210611T221521_20210611T221548_038298_048504_05D9-SLC,S1A_IW_SLC__1SDV_20210623T221521_20210623T221548_038473_048A3A_8F50,S1A_IW_SLC__1SDV_20210623T221521_20210623T221548_038473_048A3A_8F50-SLC,12,76
S1A_IW_SLC__1SDV_20210611T221546_20210611T221558_038298_048504_F8A0,S1A_IW_SLC__1SDV_20210611T221546_20210611T221558_038298_048504_F8A0-SLC,S1A_IW_SLC__1SDV_20210623T221546_20210623T221559_038473_048A3A_CC41,S1A_IW_SLC__1SDV_20210623T221546_20210623T221559_038473_048A3A_CC41-SLC,12,76
S1A_IW_SLC__1SDV_20210623T221428_20210623T221458_038473_048A3A_434A,S1A_IW_SLC__1SDV_20210623T221428_20210623T221458_038473_048A3A_434A-SLC,S1A_IW_SLC__1SDV_20210705T221429_20210705T221459_038648_048F84_50C3,S1A_IW_SLC__1SDV_20210705T221429_20210705T221459_038648_048F84_50C3-SLC,12,76
S1A_IW_SLC__1SDV_20210623T221456_20210623T221524_038473_048A3A_96EB,S1A_IW_SLC__1SDV_20210623T221456_20210623T221524_038473_048A3A_96EB-SLC,S1A_IW_SLC__1SDV_20210705T221457_20210705T221524_038648_048F84_B660,S1A_IW_SLC__1SDV_20210705T221457_20210705T221524_038648_048F84_B660-SLC,12,76
S1A_IW_SLC__1SDV_20210623T221521_20210623T221548_038473_048A3A_8F50,S1A_IW_SLC__1SDV_20210623T221521_20210623T221548_038473_048A3A_8F50-SLC,S1A_IW_SLC__1SDV_20210705T221522_20210705T221549_038648_048F84_72D5,S1A_IW_SLC__1SDV_20210705T221522_20210705T221549_038648_048F84_72D5-SLC,12,76
S1A_IW_SLC__1SDV_20210623T221546_20210623T221559_038473_048A3A_CC41,S1A_IW_SLC__1SDV_20210623T221546_20210623T221559_038473_048A3A_CC41-SLC,S1A_IW_SLC__1SDV_20210705T221547_20210705T221559_038648_048F84_E947,S1A_IW_SLC__1SDV_20210705T221547_20210705T221559_038648_048F84_E947-SLC,12,76
S1A_IW_SLC__1SDV_20210705T221429_20210705T221459_038648_048F84_50C3,S1A_IW_SLC__1SDV_20210705T221429_20210705T221459_038648_048F84_50C3-SLC,S1A_IW_SLC__1SDV_20210717T221430_20210717T221500_038823_0494C1_DAD0,S1A_IW_SLC__1SDV_20210717T221430_20210717T221500_038823_0494C1_DAD0-SLC,12,76
S1A_IW_SLC__1SDV_20210705T221457_20210705T221524_038648_048F84_B660,S1A_IW_SLC__1SDV_20210705T221457_20210705T221524_038648_048F84_B660-SLC,S1A_IW_SLC__1SDV_20210717T221457_20210717T221525_038823_0494C1_D358,S1A_IW_SLC__1SDV_20210717T221457_20210717T221525_038823_0494C1_D358-SLC,12,76
S1A_IW_SLC__1SDV_20210705T221522_20210705T221549_038648_048F84_72D5,S1A_IW_SLC__1SDV_20210705T221522_20210705T221549_038648_048F84_72D5-SLC,S1A_IW_SLC__1SDV_20210717T221523_20210717T221550_038823_0494C1_50C8,S1A_IW_SLC__1SDV_20210717T221523_20210717T221550_038823_0494C1_50C8-SLC,12,76
S1A_IW_SLC__1SDV_20210705T221547_20210705T221559_038648_048F84_E947,S1A_IW_SLC__1SDV_20210705T221547_20210705T221559_038648_048F84_E947-SLC,S1A_IW_SLC__1SDV_20210717T221548_20210717T221600_038823_0494C1_949D,S1A_IW_SLC__1SDV_20210717T221548_20210717T221600_038823_0494C1_949D-SLC,12,76
S1A_IW_SLC__1SDV_20210717T221430_20210717T221500_038823_0494C1_DAD0,S1A_IW_SLC__1SDV_20210717T221430_20210717T221500_038823_0494C1_DAD0-SLC,S1A_IW_SLC__1SDV_20210729T221430_20210729T221500_038998_0499F4_1EDC,S1A_IW_SLC__1SDV_20210729T221430_20210729T221500_038998_0499F4_1EDC-SLC,12,76
S1A_IW_SLC__1SDV_20210717T221457_20210717T221525_038823_0494C1_D358,S1A_IW_SLC__1SDV_20210717T221457_20210717T221525_038823_0494C1_D358-SLC,S1A_IW_SLC__1SDV_20210729T221458_20210729T221526_038998_0499F4_5807,S1A_IW_SLC__1SDV_20210729T221458_20210729T221526_038998_0499F4_5807-SLC,12,76
S1A_IW_SLC__1SDV_20210717T221523_20210717T221550_038823_0494C1_50C8,S1A_IW_SLC__1SDV_20210717T221523_20210717T221550_038823_0494C1_50C8-SLC,S1A_IW_SLC__1SDV_20210729T221524_20210729T221551_038998_0499F4_0DD4,S1A_IW_SLC__1SDV_20210729T221524_20210729T221551_038998_0499F4_0DD4-SLC,12,76
S1A_IW_SLC__1SDV_20210717T221548_20210717T221600_038823_0494C1_949D,S1A_IW_SLC__1SDV_20210717T221548_20210717T221600_038823_0494C1_949D-SLC,S1A_IW_SLC__1SDV_20210729T221549_20210729T221615_038998_0499F4_0B78,S1A_IW_SLC__1SDV_20210729T221549_20210729T221615_038998_0499F4_0B78-SLC,12,76
S1A_IW_SLC__1SDV_20210729T221430_20210729T221500_038998_0499F4_1EDC,S1A_IW_SLC__1SDV_20210729T221430_20210729T221500_038998_0499F4_1EDC-SLC,S1A_IW_SLC__1SDV_20210810T221431_20210810T221501_039173_049FAD_3F24,S1A_IW_SLC__1SDV_20210810T221431_20210810T221501_039173_049FAD_3F24-SLC,12,76
S1A_IW_SLC__1SDV_20210729T221458_20210729T221526_038998_0499F4_5807,S1A_IW_SLC__1SDV_20210729T221458_20210729T221526_038998_0499F4_5807-SLC,S1A_IW_SLC__1SDV_20210810T221459_20210810T221526_039173_049FAD_7EF6,S1A_IW_SLC__1SDV_20210810T221459_20210810T221526_039173_049FAD_7EF6-SLC,12,76
S1A_IW_SLC__1SDV_20210729T221524_20210729T221551_038998_0499F4_0DD4,S1A_IW_SLC__1SDV_20210729T221524_20210729T221551_038998_0499F4_0DD4-SLC,S1A_IW_SLC__1SDV_20210810T221524_20210810T221551_039173_049FAD_6E3C,S1A_IW_SLC__1SDV_20210810T221524_20210810T221551_039173_049FAD_6E3C-SLC,12,76
S1A_IW_SLC__1SDV_20210729T221549_20210729T221615_038998_0499F4_0B78,S1A_IW_SLC__1SDV_20210729T221549_20210729T221615_038998_0499F4_0B78-SLC,S1A_IW_SLC__1SDV_20210810T221549_20210810T221616_039173_049FAD_4CD1,S1A_IW_SLC__1SDV_20210810T221549_20210810T221616_039173_049FAD_4CD1-SLC,12,76
S1A_IW_SLC__1SDV_20210729T221703_20210729T221731_038998_0499F4_3C0B,S1A_IW_SLC__1SDV_20210729T221703_20210729T221731_038998_0499F4_3C0B-SLC,S1A_IW_SLC__1SDV_20210810T221704_20210810T221732_039173_049FAD_01ED,S1A_IW_SLC__1SDV_20210810T221704_20210810T221732_039173_049FAD_01ED-SLC,12,76
S1A_IW_SLC__1SDV_20210810T221431_20210810T221501_039173_049FAD_3F24,S1A_IW_SLC__1SDV_20210810T221431_20210810T221501_039173_049FAD_3F24-SLC,S1A_IW_SLC__1SDV_20210822T221432_20210822T221502_039348_04A5AD_531D,S1A_IW_SLC__1SDV_20210822T221432_20210822T221502_039348_04A5AD_531D-SLC,12,76
S1A_IW_SLC__1SDV_20210810T221459_20210810T221526_039173_049FAD_7EF6,S1A_IW_SLC__1SDV_20210810T221459_20210810T221526_039173_049FAD_7EF6-SLC,S1A_IW_SLC__1SDV_20210822T221459_20210822T221527_039348_04A5AD_B61F,S1A_IW_SLC__1SDV_20210822T221459_20210822T221527_039348_04A5AD_B61F-SLC,12,76
S1A_IW_SLC__1SDV_20210810T221524_20210810T221551_039173_049FAD_6E3C,S1A_IW_SLC__1SDV_20210810T221524_20210810T221551_039173_049FAD_6E3C-SLC,S1A_IW_SLC__1SDV_20210822T221525_20210822T221552_039348_04A5AD_28ED,S1A_IW_SLC__1SDV_20210822T221525_20210822T221552_039348_04A5AD_28ED-SLC,12,76
S1A_IW_SLC__1SDV_20210810T221549_20210810T221616_039173_049FAD_4CD1,S1A_IW_SLC__1SDV_20210810T221549_20210810T221616_039173_049FAD_4CD1-SLC,S1A_IW_SLC__1SDV_20210822T221550_20210822T221617_039348_04A5AD_36F1,S1A_IW_SLC__1SDV_20210822T221550_20210822T221617_039348_04A5AD_36F1-SLC,12,76
S1A_IW_SLC__1SDV_20210810T221614_20210810T221641_039173_049FAD_B09D,S1A_IW_SLC__1SDV_20210810T221614_20210810T221641_039173_049FAD_B09D-SLC,S1A_IW_SLC__1SDV_20210822T221615_20210822T221642_039348_04A5AD_B39F,S1A_IW_SLC__1SDV_20210822T221615_20210822T221642_039348_04A5AD_B39F-SLC,12,76
S1A_IW_SLC__1SDV_20210810T221639_20210810T221706_039173_049FAD_068F,S1A_IW_SLC__1SDV_20210810T221639_20210810T221706_039173_049FAD_068F-SLC,S1A_IW_SLC__1SDV_20210822T221640_20210822T221706_039348_04A5AD_665B,S1A_IW_SLC__1SDV_20210822T221640_20210822T221706_039348_04A5AD_665B-SLC,12,76
S1A_IW_SLC__1SDV_20210810T221704_20210810T221732_039173_049FAD_01ED,S1A_IW_SLC__1SDV_20210810T221704_20210810T221732_039173_049FAD_01ED-SLC,S1A_IW_SLC__1SDV_20210822T221704_20210822T221732_039348_04A5AD_75EE,S1A_IW_SLC__1SDV_20210822T221704_20210822T221732_039348_04A5AD_75EE-SLC,12,76
S1A_IW_SLC__1SDV_20210822T221432_20210822T221502_039348_04A5AD_531D,S1A_IW_SLC__1SDV_20210822T221432_20210822T221502_039348_04A5AD_531D-SLC,S1A_IW_SLC__1SDV_20210903T221432_20210903T221502_039523_04ABB5_EC16,S1A_IW_SLC__1SDV_20210903T221432_20210903T221502_039523_04ABB5_EC16-SLC,12,76
S1A_IW_SLC__1SDV_20210822T221459_20210822T221527_039348_04A5AD_B61F,S1A_IW_SLC__1SDV_20210822T221459_20210822T221527_039348_04A5AD_B61F-SLC,S1A_IW_SLC__1SDV_20210903T221500_20210903T221528_039523_04ABB5_358F,S1A_IW_SLC__1SDV_20210903T221500_20210903T221528_039523_04ABB5_358F-SLC,12,76
S1A_IW_SLC__1SDV_20210822T221525_20210822T221552_039348_04A5AD_28ED,S1A_IW_SLC__1SDV_20210822T221525_20210822T221552_039348_04A5AD_28ED-SLC,S1A_IW_SLC__1SDV_20210903T221526_20210903T221552_039523_04ABB5_BDF3,S1A_IW_SLC__1SDV_20210903T221526_20210903T221552_039523_04ABB5_BDF3-SLC,12,76
S1A_IW_SLC__1SDV_20210822T221550_20210822T221617_039348_04A5AD_36F1,S1A_IW_SLC__1SDV_20210822T221550_20210822T221617_039348_04A5AD_36F1-SLC,S1A_IW_SLC__1SDV_20210903T221550_20210903T221617_039523_04ABB5_0F82,S1A_IW_SLC__1SDV_20210903T221550_20210903T221617_039523_04ABB5_0F82-SLC,12,76
S1A_IW_SLC__1SDV_20210822T221615_20210822T221642_039348_04A5AD_B39F,S1A_IW_SLC__1SDV_20210822T221615_20210822T221642_039348_04A5AD_B39F-SLC,S1A_IW_SLC__1SDV_20210903T221615_20210903T221642_039523_04ABB5_ED56,S1A_IW_SLC__1SDV_20210903T221615_20210903T221642_039523_04ABB5_ED56-SLC,12,76
S1A_IW_SLC__1SDV_20210822T221640_20210822T221706_039348_04A5AD_665B,S1A_IW_SLC__1SDV_20210822T221640_20210822T221706_039348_04A5AD_665B-SLC,S1A_IW_SLC__1SDV_20210903T221640_20210903T221707_039523_04ABB5_26D2,S1A_IW_SLC__1SDV_20210903T221640_20210903T221707_039523_04ABB5_26D2-SLC,12,76
S1A_IW_SLC__1SDV_20210822T221704_20210822T221732_039348_04A5AD_75EE,S1A_IW_SLC__1SDV_20210822T221704_20210822T221732_039348_04A5AD_75EE-SLC,S1A_IW_SLC__1SDV_20210903T221705_20210903T221733_039523_04ABB5_A064,S1A_IW_SLC__1SDV_20210903T221705_20210903T221733_039523_04ABB5_A064-SLC,12,76
S1A_IW_SLC__1SDV_20210903T221432_20210903T221502_039523_04ABB5_EC16,S1A_IW_SLC__1SDV_20210903T221432_20210903T221502_039523_04ABB5_EC16-SLC,S1A_IW_SLC__1SDV_20210915T221433_20210915T221503_039698_04B1AE_411D,S1A_IW_SLC__1SDV_20210915T221433_20210915T221503_039698_04B1AE_411D-SLC,12,76
S1A_IW_SLC__1SDV_20210903T221500_20210903T221528_039523_04ABB5_358F,S1A_IW_SLC__1SDV_20210903T221500_20210903T221528_039523_04ABB5_358F-SLC,S1A_IW_SLC__1SDV_20210915T221500_20210915T221528_039698_04B1AE_EA4C,S1A_IW_SLC__1SDV_20210915T221500_20210915T221528_039698_04B1AE_EA4C-SLC,12,76
S1A_IW_SLC__1SDV_20210903T221526_20210903T221552_039523_04ABB5_BDF3,S1A_IW_SLC__1SDV_20210903T221526_20210903T221552_039523_04ABB5_BDF3-SLC,S1A_IW_SLC__1SDV_20210915T221526_20210915T221553_039698_04B1AE_6B28,S1A_IW_SLC__1SDV_20210915T221526_20210915T221553_039698_04B1AE_6B28-SLC,12,76
S1A_IW_SLC__1SDV_20210903T221550_20210903T221617_039523_04ABB5_0F82,S1A_IW_SLC__1SDV_20210903T221550_20210903T221617_039523_04ABB5_0F82-SLC,S1A_IW_SLC__1SDV_20210915T221551_20210915T221618_039698_04B1AE_D760,S1A_IW_SLC__1SDV_20210915T221551_20210915T221618_039698_04B1AE_D760-SLC,12,76
S1A_IW_SLC__1SDV_20210903T221615_20210903T221642_039523_04ABB5_ED56,S1A_IW_SLC__1SDV_20210903T221615_20210903T221642_039523_04ABB5_ED56-SLC,S1A_IW_SLC__1SDV_20210915T221616_20210915T221643_039698_04B1AE_8F94,S1A_IW_SLC__1SDV_20210915T221616_20210915T221643_039698_04B1AE_8F94-SLC,12,76
S1A_IW_SLC__1SDV_20210903T221640_20210903T221707_039523_04ABB5_26D2,S1A_IW_SLC__1SDV_20210903T221640_20210903T221707_039523_04ABB5_26D2-SLC,S1A_IW_SLC__1SDV_20210915T221641_20210915T221707_039698_04B1AE_D23B,S1A_IW_SLC__1SDV_20210915T221641_20210915T221707_039698_04B1AE_D23B-SLC,12,76
S1A_IW_SLC__1SDV_20210903T221705_20210903T221733_039523_04ABB5_A064,S1A_IW_SLC__1SDV_20210903T221705_20210903T221733_039523_04ABB5_A064-SLC,S1A_IW_SLC__1SDV_20210915T221705_20210915T221733_039698_04B1AE_5A31,S1A_IW_SLC__1SDV_20210915T221705_20210915T221733_039698_04B1AE_5A31-SLC,12,76
S1A_IW_SLC__1SDV_20210915T221433_20210915T221503_039698_04B1AE_411D,S1A_IW_SLC__1SDV_20210915T221433_20210915T221503_039698_04B1AE_411D-SLC,S1A_IW_SLC__1SDV_20210927T221433_20210927T221503_039873_04B7AC_B3B7,S1A_IW_SLC__1SDV_20210927T221433_20210927T221503_039873_04B7AC_B3B7-SLC,12,76
S1A_IW_SLC__1SDV_20210915T221500_20210915T221528_039698_04B1AE_EA4C,S1A_IW_SLC__1SDV_20210915T221500_20210915T221528_039698_04B1AE_EA4C-SLC,S1A_IW_SLC__1SDV_20210927T221501_20210927T221529_039873_04B7AC_460F,S1A_IW_SLC__1SDV_20210927T221501_20210927T221529_039873_04B7AC_460F-SLC,12,76
S1A_IW_SLC__1SDV_20210915T221526_20210915T221553_039698_04B1AE_6B28,S1A_IW_SLC__1SDV_20210915T221526_20210915T221553_039698_04B1AE_6B28-SLC,S1A_IW_SLC__1SDV_20210927T221527_20210927T221553_039873_04B7AC_169E,S1A_IW_SLC__1SDV_20210927T221527_20210927T221553_039873_04B7AC_169E-SLC,12,76
S1A_IW_SLC__1SDV_20210915T221551_20210915T221618_039698_04B1AE_D760,S1A_IW_SLC__1SDV_20210915T221551_20210915T221618_039698_04B1AE_D760-SLC,S1A_IW_SLC__1SDV_20210927T221551_20210927T221618_039873_04B7AC_C5AF,S1A_IW_SLC__1SDV_20210927T221551_20210927T221618_039873_04B7AC_C5AF-SLC,12,76
S1A_IW_SLC__1SDV_20210915T221616_20210915T221643_039698_04B1AE_8F94,S1A_IW_SLC__1SDV_20210915T221616_20210915T221643_039698_04B1AE_8F94-SLC,S1A_IW_SLC__1SDV_20210927T221616_20210927T221643_039873_04B7AC_E7DA,S1A_IW_SLC__1SDV_20210927T221616_20210927T221643_039873_04B7AC_E7DA-SLC,12,76
S1A_IW_SLC__1SDV_20210915T221641_20210915T221707_039698_04B1AE_D23B,S1A_IW_SLC__1SDV_20210915T221641_20210915T221707_039698_04B1AE_D23B-SLC,S1A_IW_SLC__1SDV_20210927T221641_20210927T221708_039873_04B7AC_35C4,S1A_IW_SLC__1SDV_20210927T221641_20210927T221708_039873_04B7AC_35C4-SLC,12,76
S1A_IW_SLC__1SDV_20210915T221705_20210915T221733_039698_04B1AE_5A31,S1A_IW_SLC__1SDV_20210915T221705_20210915T221733_039698_04B1AE_5A31-SLC,S1A_IW_SLC__1SDV_20210927T221706_20210927T221734_039873_04B7AC_0A56,S1A_IW_SLC__1SDV_20210927T221706_20210927T221734_039873_04B7AC_0A56-SLC,12,76
S1A_IW_SLC__1SDV_20210927T221433_20210927T221503_039873_04B7AC_B3B7,S1A_IW_SLC__1SDV_20210927T221433_20210927T221503_039873_04B7AC_B3B7-SLC,S1A_IW_SLC__1SDV_20211009T221433_20211009T221503_040048_04BDB4_6855,S1A_IW_SLC__1SDV_20211009T221433_20211009T221503_040048_04BDB4_6855-SLC,12,76
S1A_IW_SLC__1SDV_20210927T221501_20210927T221529_039873_04B7AC_460F,S1A_IW_SLC__1SDV_20210927T221501_20210927T221529_039873_04B7AC_460F-SLC,S1A_IW_SLC__1SDV_20211009T221501_20211009T221529_040048_04BDB4_AA3F,S1A_IW_SLC__1SDV_20211009T221501_20211009T221529_040048_04BDB4_AA3F-SLC,12,76
S1A_IW_SLC__1SDV_20210927T221527_20210927T221553_039873_04B7AC_169E,S1A_IW_SLC__1SDV_20210927T221527_20210927T221553_039873_04B7AC_169E-SLC,S1A_IW_SLC__1SDV_20211009T221527_20211009T221554_040048_04BDB4_C44D,S1A_IW_SLC__1SDV_20211009T221527_20211009T221554_040048_04BDB4_C44D-SLC,12,76
S1A_IW_SLC__1SDV_20210927T221551_20210927T221618_039873_04B7AC_C5AF,S1A_IW_SLC__1SDV_20210927T221551_20210927T221618_039873_04B7AC_C5AF-SLC,S1A_IW_SLC__1SDV_20211009T221551_20211009T221618_040048_04BDB4_0F50,S1A_IW_SLC__1SDV_20211009T221551_20211009T221618_040048_04BDB4_0F50-SLC,12,76
S1A_IW_SLC__1SDV_20210927T221616_20210927T221643_039873_04B7AC_E7DA,S1A_IW_SLC__1SDV_20210927T221616_20210927T221643_039873_04B7AC_E7DA-SLC,S1A_IW_SLC__1SDV_20211009T221616_20211009T221643_040048_04BDB4_3333,S1A_IW_SLC__1SDV_20211009T221616_20211009T221643_040048_04BDB4_3333-SLC,12,76
S1A_IW_SLC__1SDV_20210927T221641_20210927T221708_039873_04B7AC_35C4,S1A_IW_SLC__1SDV_20210927T221641_20210927T221708_039873_04B7AC_35C4-SLC,S1A_IW_SLC__1SDV_20211009T221641_20211009T221708_040048_04BDB4_A059,S1A_IW_SLC__1SDV_20211009T221641_20211009T221708_040048_04BDB4_A059-SLC,12,76
S1A_IW_SLC__1SDV_20210927T221706_20210927T221734_039873_04B7AC_0A56,S1A_IW_SLC__1SDV_20210927T221706_20210927T221734_039873_04B7AC_0A56-SLC,S1A_IW_SLC__1SDV_20211009T221706_20211009T221734_040048_04BDB4_C345,S1A_IW_SLC__1SDV_20211009T221706_20211009T221734_040048_04BDB4_C345-SLC,12,76
S1A_IW_SLC__1SDV_20211009T221433_20211009T221503_040048_04BDB4_6855,S1A_IW_SLC__1SDV_20211009T221433_20211009T221503_040048_04BDB4_6855-SLC,S1A_IW_SLC__1SDV_20211021T221433_20211021T221503_040223_04C3CE_E5E4,S1A_IW_SLC__1SDV_20211021T221433_20211021T221503_040223_04C3CE_E5E4-SLC,12,76
S1A_IW_SLC__1SDV_20211009T221501_20211009T221529_040048_04BDB4_AA3F,S1A_IW_SLC__1SDV_20211009T221501_20211009T221529_040048_04BDB4_AA3F-SLC,S1A_IW_SLC__1SDV_20211021T221501_20211021T221529_040223_04C3CE_F369,S1A_IW_SLC__1SDV_20211021T221501_20211021T221529_040223_04C3CE_F369-SLC,12,76
S1A_IW_SLC__1SDV_20211009T221527_20211009T221554_040048_04BDB4_C44D,S1A_IW_SLC__1SDV_20211009T221527_20211009T221554_040048_04BDB4_C44D-SLC,S1A_IW_SLC__1SDV_20211021T221527_20211021T221554_040223_04C3CE_334F,S1A_IW_SLC__1SDV_20211021T221527_20211021T221554_040223_04C3CE_334F-SLC,12,76
