master_id,master_fileID,slave_id,slave_fileID,delta_days,track,perp_baseline,temp_baseline
S1A_IW_SLC__1SDV_20210113T220701_20210113T220728_036125_043C3B_E674,S1A_IW_SLC__1SDV_20210113T220701_20210113T220728_036125_043C3B_E674-SLC,S1A_IW_SLC__1SDV_20210125T220701_20210125T220727_036300_044247_34E6,S1A_IW_SLC__1SDV_20210125T220701_20210125T220727_036300_044247_34E6-SLC,12,3,35.090865608227915,12
S1A_IW_SLC__1SDV_20210113T220726_20210113T220753_036125_043C3B_45D7,S1A_IW_SLC__1SDV_20210113T220726_20210113T220753_036125_043C3B_45D7-SLC,S1A_IW_SLC__1SDV_20210125T220750_20210125T220817_036300_044247_4761,S1A_IW_SLC__1SDV_20210125T220750_20210125T220817_036300_044247_4761-SLC,12,3,193421.16793214923,12
S1A_IW_SLC__1SDV_20210113T220751_20210113T220818_036125_043C3B_B807,S1A_IW_SLC__1SDV_20210113T220751_20210113T220818_036125_043C3B_B807-SLC,S1A_IW_SLC__1SDV_20210125T220815_20210125T220843_036300_044247_3049,S1A_IW_SLC__1SDV_20210125T220815_20210125T220843_036300_044247_3049-SLC,12,3,186430.58150341373,12
S1A_IW_SLC__1SDV_20210113T220815_20210113T220843_036125_043C3B_887F,S1A_IW_SLC__1SDV_20210113T220815_20210113T220843_036125_043C3B_887F-SLC,S1A_IW_SLC__1SDV_20210125T220815_20210125T220843_036300_044247_3049,S1A_IW_SLC__1SDV_20210125T220815_20210125T220843_036300_044247_3049-SLC,12,3,35.8371547749483,12
S1A_IW_SLC__1SDV_20210113T220841_20210113T220908_036125_043C3B_1303,S1A_IW_SLC__1SDV_20210113T220841_20210113T220908_036125_043C3B_1303-SLC,S1A_IW_SLC__1SDV_20210125T220841_20210125T220908_036300_044247_7DCB,S1A_IW_SLC__1SDV_20210125T220841_20210125T220908_036300_044247_7DCB-SLC,12,3,32.29315630266711,12
S1A_IW_SLC__1SDV_20210102T102622_20210102T102650_035957_043649_8108,S1A_IW_SLC__1SDV_20210102T102622_20210102T102650_035957_043649_8108-SLC,S1A_IW_SLC__1SDV_20210114T102647_20210114T102714_036132_043C74_EB9A,S1A_IW_SLC__1SDV_20210114T102647_20210114T102714_036132_043C74_EB9A-SLC,12,10,186493.84579834298,12
S1A_IW_SLC__1SDV_20210102T102648_20210102T102715_035957_043649_6F09,S1A_IW_SLC__1SDV_20210102T102648_20210102T102715_035957_043649_6F09-SLC,S1A_IW_SLC__1SDV_20210114T102712_20210114T102730_036132_043C74_A0CF,S1A_IW_SLC__1SDV_20210114T102712_20210114T102730_036132_043C74_A0CF-SLC,12,10,151926.7544449772,12
S1A_IW_SLC__1SDV_20210102T102712_20210102T102730_035957_043649_6DAF,S1A_IW_SLC__1SDV_20210102T102712_20210102T102730_035957_043649_6DAF-SLC,S1A_IW_SLC__1SDV_20210114T102712_20210114T102730_036132_043C74_A0CF,S1A_IW_SLC__1SDV_20210114T102712_20210114T102730_036132_043C74_A0CF-SLC,12,10,15.589581583514507,12
S1B_IW_SLC__1SDV_20210108T102529_20210108T102556_025061_02FBAA_61C4,S1B_IW_SLC__1SDV_20210108T102529_20210108T102556_025061_02FBAA_61C4-SLC,S1B_IW_SLC__1SDV_20210120T102554_20210120T102621_025236_030144_F377,S1B_IW_SLC__1SDV_20210120T102554_20210120T102621_025236_030144_F377-SLC,12,10,193308.06995225616,12
S1B_IW_SLC__1SDV_20210108T102554_20210108T102621_025061_02FBAA_DF1D,S1B_IW_SLC__1SDV_20210108T102554_20210108T102621_025061_02FBAA_DF1D-SLC,S1B_IW_SLC__1SDV_20210120T102554_20210120T102621_025236_030144_F377,S1B_IW_SLC__1SDV_20210120T102554_20210120T102621_025236_030144_F377-SLC,12,10,34572.54626755225,12
S1B_IW_SLC__1SDV_20210108T102619_20210108T102637_025061_02FBAA_8188,S1B_IW_SLC__1SDV_20210108T102619_20210108T102637_025061_02FBAA_8188-SLC,S1B_IW_SLC__1SDV_20210120T102619_20210120T102636_025236_030144_1F96,S1B_IW_SLC__1SDV_20210120T102619_20210120T102636_025236_030144_1F96-SLC,12,10,27.302493475412014,12
S1A_IW_SLC__1SDV_20210114T102621_20210114T102649_036132_043C74_8F70,S1A_IW_SLC__1SDV_20210114T102621_20210114T102649_036132_043C74_8F70-SLC,S1A_IW_SLC__1SDV_20210126T102621_20210126T102649_036307_044286_F8CA,S1A_IW_SLC__1SDV_20210126T102621_20210126T102649_036307_044286_F8CA-SLC,12,10,41355.52321786896,12
